AA,AUA,America/Aruba
FR,LBI,Europe/Paris
FR,LDE,Europe/Paris
FR,LEH,Europe/Paris
FR,LIG,Europe/Paris
FR,LIL,Europe/Paris
FR,LME,Europe/Paris
FR,LPY,Europe/Paris
FR,LRH,Europe/Paris
FR,LRT,Europe/Paris
FR,LTQ,Europe/Paris
FR,LTT,Europe/Paris
FR,LVA,Europe/Paris
FR,LYN,Europe/Paris
FR,LYS,Europe/Paris
FR,MCU,Europe/Paris
FR,MEN,Europe/Paris
FR,MFX,Europe/Paris
FR,MLH,Europe/Paris
FR,MPL,Europe/Paris
FR,MRS,Europe/Paris
FR,MVV,Europe/Paris
FR,MXN,Europe/Paris
FR,MZM,Europe/Paris
FR,NCE,Europe/Paris
FR,NCY,Europe/Paris
FR,NIT,Europe/Paris
FR,NTE,Europe/Paris
FR,NVS,Europe/Paris
FR,OBS,Europe/Paris
FR,ORE,Europe/Paris
FR,ORY,Europe/Paris
FR,PGF,Europe/Paris
FR,PGX,Europe/Paris
FR,PIS,Europe/Paris
FR,POX,Europe/Paris
FR,PUF,Europe/Paris
FR,QNJ,Europe/Paris
FR,QNX,Europe/Paris
FR,QXB,Europe/Paris
FR,QYR,Europe/Paris
FR,RCO,Europe/Paris
FR,RDZ,Europe/Paris
FR,RHE,Europe/Paris
FR,RNE,Europe/Paris
FR,RNS,Europe/Paris
FR,RYN,Europe/Paris
FR,SBK,Europe/Paris
FR,SNR,Europe/Paris
FR,SOZ,Europe/Paris
FR,SXB,Europe/Paris
FR,TLN,Europe/Paris
FR,TLS,Europe/Paris
FR,TNF,Europe/Paris
FR,TUF,Europe/Paris
FR,UIP,Europe/Paris
FR,URO,Europe/Paris
FR,VAF,Europe/Paris
FR,VHY,Europe/Paris
FR,VNE,Europe/Paris
FR,XAC,Europe/Paris
FR,XBK,Europe/Paris
FR,XCD,Europe/Paris
FR,XCR,Europe/Paris
FR,XMU,Europe/Paris
FR,XVF,Europe/Paris
GA,BJL,Africa/Banjul
GB,BMM,Africa/Libreville
GB,KOU,Africa/Libreville
GB,LBQ,Africa/Libreville
GB,LBV,Africa/Libreville
GB,MJL,Africa/Libreville
GB,MKU,Africa/Libreville
GB,MVB,Africa/Libreville
GB,MYB,Africa/Libreville
GB,OKN,Africa/Libreville
GB,OMB,Africa/Libreville
GB,OYE,Africa/Libreville
GB,POG,Africa/Libreville
GB,TCH,Africa/Libreville
GG,BUS,Asia/Tbilisi
GG,KUT,Asia/Tbilisi
GG,SUI,Asia/Tbilisi
GG,TBS,Asia/Tbilisi
GH,ACC,Africa/Accra
GH,KMS,Africa/Accra
GH,NYI,Africa/Accra
GH,TKD,Africa/Accra
GH,TML,Africa/Accra
GI,GIB,Europe/Gibraltar
GJ,GND,America/Grenada
GK,ACI,Europe/Guernsey
GK,GCI,Europe/Guernsey
GL,AGM,America/Godthab
GL,AOQ,America/Godthab
GL,CNP,America/Scoresbysund
GL,GOH,America/Godthab
GL,JAV,America/Godthab
GL,JCH,America/Godthab
GL,JEG,America/Godthab
GL,JFR,America/Godthab
GL,JGO,America/Godthab
GL,JHS,America/Godthab
GL,JJU,America/Godthab
GL,JNN,America/Godthab
GL,JNS,America/Godthab
GL,JQA,America/Godthab
GL,JSU,America/Godthab
GL,JUV,America/Godthab
GL,KUS,America/Godthab
GL,KUZ,America/Godthab
GL,LLU,America/Godthab
GL,NAQ,America/Thule
GL,OBY,America/Scoresbysund
GL,SFJ,America/Godthab
GL,THU,America/Thule
GL,UAK,America/Godthab
GL,UMD,America/Godthab
GM,AAH,Europe/Berlin
GM,AGB,Europe/Berlin
GM,AGE,Europe/Berlin
GM,AOC,Europe/Berlin
GM,BBH,Europe/Berlin
GM,BBJ,Europe/Berlin
GM,BGN,Europe/Berlin
GM,BMK,Europe/Berlin
GM,BRE,Europe/Berlin
GM,BRV,Europe/Berlin
GM,BWE,Europe/Berlin
GM,BYU,Europe/Berlin
GM,CGN,Europe/Berlin
GM,CSO,Europe/Berlin
GM,DRS,Europe/Berlin
GM,DTM,Europe/Berlin
GM,DUS,Europe/Berlin
GM,EME,Europe/Berlin
US,EMP,America/Chicago
GM,ERF,Europe/Berlin
GM,ESS,Europe/Berlin
GM,EUM,Europe/Berlin
GM,FDH,Europe/Berlin
GM,FEL,Europe/Berlin
GM,FKB,Europe/Berlin
GM,FLF,Europe/Berlin
GM,FMM,Europe/Berlin
GM,FMO,Europe/Berlin
GM,FRA,Europe/Berlin
GM,GHF,Europe/Berlin
GM,GKE,Europe/Berlin
GM,GTI,Europe/Berlin
GM,GUT,Europe/Berlin
GM,GWT,Europe/Berlin
GM,HAJ,Europe/Berlin
GM,HAM,Europe/Berlin
GM,HDF,Europe/Berlin
GM,HEI,Europe/Berlin
GM,HGL,Europe/Berlin
GM,HHN,Europe/Berlin
GM,HOQ,Europe/Berlin
GM,IGS,Europe/Berlin
GM,JUI,Europe/Berlin
GM,KEL,Europe/Berlin
GM,KSF,Europe/Berlin
GM,LBC,Europe/Berlin
GM,LEJ,Europe/Berlin
GM,LGO,Europe/Berlin
GM,LHA,Europe/Berlin
US,LND,America/Shiprock
GM,MGL,Europe/Berlin
GM,MHG,Europe/Berlin
GM,MUC,Europe/Berlin
GM,NDZ,Europe/Berlin
GM,NOE,Europe/Berlin
GM,NRD,Europe/Berlin
GM,NRN,Europe/Berlin
GM,NUE,Europe/Berlin
GM,OBF,Europe/Berlin
GM,PAD,Europe/Berlin
GM,PEF,Europe/Berlin
GM,PSH,Europe/Berlin
GM,QEF,Europe/Berlin
GM,RBM,Europe/Berlin
GM,RLG,Europe/Berlin
GM,RMS,Europe/Berlin
GM,SCN,Europe/Berlin
GM,SPM,Europe/Berlin
GM,STR,Europe/Berlin
GM,SXF,Europe/Berlin
GM,SZW,Europe/Berlin
GM,THF,Europe/Berlin
GM,TXL,Europe/Berlin
GM,WVN,Europe/Berlin
GM,XFW,Europe/Berlin
GM,ZCA,Europe/Berlin
GM,ZCN,Europe/Berlin
GM,ZNF,Europe/Berlin
GM,ZNV,Europe/Berlin
GM,ZQC,Europe/Berlin
GM,ZQF,Europe/Berlin
GM,ZQL,Europe/Berlin
GM,ZQW,Europe/Berlin
GM,ZSN,Europe/Berlin
GP,BBR,America/Guadeloupe
GP,DSD,America/Guadeloupe
GP,GBJ,America/Guadeloupe
GP,LSS,America/Guadeloupe
GP,PTP,America/Guadeloupe
GP,SFC,America/Guadeloupe
GQ,GUM,Pacific/Guam
GQ,UAM,Pacific/Guam
GR,AGQ,Europe/Athens
GR,AOK,Europe/Athens
GR,ATH,Europe/Athens
GR,AXD,Europe/Athens
GR,CFU,Europe/Athens
GR,CHQ,Europe/Athens
GR,EFL,Europe/Athens
GR,GPA,Europe/Athens
GR,HER,Europe/Athens
GR,HEW,Europe/Athens
GR,IOA,Europe/Athens
GR,JIK,Europe/Athens
GR,JKH,Europe/Athens
GR,JKL,Europe/Athens
GR,JMK,Europe/Athens
GR,JNX,Europe/Athens
GR,JSH,Europe/Athens
GR,JSI,Europe/Athens
GR,JSY,Europe/Athens
GR,JTR,Europe/Athens
GR,JTY,Europe/Athens
GR,KGS,Europe/Athens
GR,KIT,Europe/Athens
GR,KLX,Europe/Athens
GR,KSJ,Europe/Athens
GR,KSO,Europe/Athens
GR,KVA,Europe/Athens
GR,KZI,Europe/Athens
GR,KZS,Europe/Athens
GR,LRA,Europe/Athens
GR,LRS,Europe/Athens
GR,LXS,Europe/Athens
GR,MJT,Europe/Athens
GR,MLO,Europe/Athens
GR,PAS,Europe/Athens
GR,PKH,Europe/Athens
GR,PVK,Europe/Athens
GR,PYR,Europe/Athens
GR,RHO,Europe/Athens
GR,SKG,Europe/Athens
GR,SKU,Europe/Athens
GR,SMI,Europe/Athens
GR,VOL,Europe/Athens
GR,ZTH,Europe/Athens
GT,AAZ,America/Guatemala
GT,AQB,America/Guatemala
GT,CBV,America/Guatemala
GT,FRS,America/Guatemala
GT,GUA,America/Guatemala
GT,PBR,America/Guatemala
GV,CKY,Africa/Conakry
GV,FAA,Africa/Conakry
GV,FIG,Africa/Conakry
GV,KSI,Africa/Conakry
GV,LEK,Africa/Conakry
GY,GEO,America/Guyana
GY,GFO,America/Guyana
GY,IMB,America/Guyana
GY,KAI,America/Guyana
GY,KAR,America/Guyana
GY,LTM,America/Guyana
GY,MHA,America/Guyana
GY,NAI,America/Guyana
GY,OGL,America/Guyana
GY,ORJ,America/Guyana
GY,USI,America/Guyana
HA,CAP,America/Port-au-Prince
HA,JEE,America/Port-au-Prince
HA,PAP,America/Port-au-Prince
HA,PAX,America/Port-au-Prince
HK,HKG,Asia/Hong_Kong
HO,AHS,America/Tegucigalpa
HO,BHG,America/Tegucigalpa
HO,GJA,America/Tegucigalpa
HO,LCE,America/Tegucigalpa
HO,PEU,America/Tegucigalpa
HO,RTB,America/Tegucigalpa
HO,SAP,America/Tegucigalpa
HO,TEA,America/Tegucigalpa
HO,TGU,America/Tegucigalpa
HO,UII,America/Tegucigalpa
HR,BWK,Europe/Zagreb
HR,DBV,Europe/Zagreb
HR,LSZ,Europe/Zagreb
HR,OSI,Europe/Zagreb
HR,PUY,Europe/Zagreb
HR,RJK,Europe/Zagreb
HR,SPU,Europe/Zagreb
HR,ZAD,Europe/Zagreb
HR,ZAG,Europe/Zagreb
HU,BUD,Europe/Budapest
HU,DEB,Europe/Budapest
HU,PEV,Europe/Budapest
HU,QGY,Europe/Budapest
HU,SOB,Europe/Budapest
IC,AEY,Atlantic/Reykjavik
IC,BIU,Atlantic/Reykjavik
IC,EGS,Atlantic/Reykjavik
IC,GJR,Atlantic/Reykjavik
IC,GRY,Atlantic/Reykjavik
IC,HFN,Atlantic/Reykjavik
IC,HZK,Atlantic/Reykjavik
IC,IFJ,Atlantic/Reykjavik
IC,KEF,Atlantic/Reykjavik
IC,MVA,Atlantic/Reykjavik
IC,NOR,Atlantic/Reykjavik
IC,PFJ,Atlantic/Reykjavik
IC,RKV,Atlantic/Reykjavik
IC,SAK,Atlantic/Reykjavik
IC,SIJ,Atlantic/Reykjavik
IC,THO,Atlantic/Reykjavik
IC,VEY,Atlantic/Reykjavik
IC,VPN,Atlantic/Reykjavik
ID,AMI,Asia/Makassar
ID,AMQ,Asia/Jayapura
ID,ARD,Asia/Makassar
ID,BDJ,Asia/Makassar
ID,BDO,Asia/Jakarta
ID,BEJ,Asia/Makassar
ID,BIK,Asia/Jayapura
ID,BJW,Asia/Makassar
ID,BKS,Asia/Jakarta
ID,BMU,Asia/Makassar
ID,BPN,Asia/Makassar
ID,BTH,Asia/Jakarta
ID,BTJ,Asia/Jakarta
ID,BUI,Asia/Jayapura
ID,BUW,Asia/Makassar
ID,BWX,Asia/Jakarta
ID,BXB,Asia/Jayapura
ID,CBN,Asia/Jakarta
ID,CGK,Asia/Jakarta
ID,CXP,Asia/Jakarta
ID,DJB,Asia/Jakarta
ID,DJJ,Asia/Jayapura
ID,DPS,Asia/Makassar
ID,DTB,Asia/Jakarta
ID,DTD,Asia/Makassar
ID,DUM,Asia/Jakarta
ID,ENE,Asia/Makassar
ID,FKQ,Asia/Jayapura
ID,FLZ,Asia/Jakarta
ID,GNS,Asia/Jakarta
ID,GTO,Asia/Makassar
ID,HLP,Asia/Jakarta
ID,JBB,Asia/Jakarta
ID,JOG,Asia/Jakarta
ID,KAZ,Asia/Jayapura
ID,KBU,Asia/Jakarta
ID,KDI,Asia/Makassar
ID,KNG,Asia/Jayapura
ID,KNO,Asia/Jakarta
ID,KOE,Asia/Makassar
ID,KTG,Asia/Jakarta
ID,LBJ,Asia/Makassar
ID,LBW,Asia/Makassar
ID,LII,Asia/Jayapura
ID,LOP,Asia/Makassar
ID,LPU,Asia/Makassar
ID,LSW,Asia/Jakarta
ID,LUV,Asia/Jayapura
ID,LUW,Asia/Makassar
ID,MDC,Asia/Makassar
ID,MEQ,Asia/Jakarta
ID,MES,Asia/Jakarta
ID,MJU,Asia/Makassar
ID,MKQ,Asia/Jayapura
ID,MKW,Asia/Jayapura
ID,MLG,Asia/Jakarta
ID,MNA,Asia/Makassar
ID,MOF,Asia/Makassar
ID,MWK,Asia/Jakarta
ID,NAH,Asia/Makassar
ID,NBX,Asia/Jayapura
ID,NNX,Asia/Makassar
ID,NTI,Asia/Jayapura
ID,NTX,Asia/Jakarta
ID,OTI,Asia/Jayapura
ID,PCB,Asia/Jakarta
ID,PDG,Asia/Jakarta
ID,PDO,Asia/Jakarta
ID,PGK,Asia/Jakarta
ID,PKN,Asia/Jakarta
ID,PKU,Asia/Jakarta
ID,PKY,Asia/Jakarta
ID,PLM,Asia/Jakarta
ID,PLW,Asia/Makassar
ID,PNK,Asia/Jakarta
ID,PSJ,Asia/Makassar
ID,PSU,Asia/Jakarta
ID,PUM,Asia/Makassar
ID,RGT,Asia/Jakarta
ID,RTG,Asia/Makassar
ID,SBG,Asia/Jakarta
ID,SEH,Asia/Jayapura
ID,SIQ,Asia/Jakarta
ID,SMQ,Asia/Jakarta
ID,SOC,Asia/Jakarta
ID,SOQ,Asia/Jayapura
ID,SQG,Asia/Jakarta
ID,SRG,Asia/Jakarta
ID,SRI,Asia/Makassar
ID,SSV,Asia/Jakarta
ID,SUB,Asia/Jakarta
ID,SWQ,Asia/Makassar
ID,SXK,Asia/Jayapura
ID,TIM,Asia/Jayapura
ID,TJG,Asia/Makassar
ID,TJQ,Asia/Jakarta
ID,TJS,Asia/Makassar
ID,TKG,Asia/Jakarta
ID,TLI,Asia/Makassar
ID,TMC,Asia/Makassar
ID,TNJ,Asia/Jakarta
ID,TRK,Asia/Makassar
ID,TTE,Asia/Jayapura
ID,TTR,Asia/Makassar
ID,UPG,Asia/Makassar
ID,WAR,Asia/Jayapura
ID,WGP,Asia/Makassar
ID,WMX,Asia/Jayapura
ID,WSR,Asia/Jayapura
IM,IOM,Europe/Isle_of_Man
IN,AGR,Asia/Calcutta
IN,AGX,Asia/Calcutta
IN,AJL,Asia/Calcutta
IN,AKD,Asia/Calcutta
IN,AMD,Asia/Calcutta
IN,ATQ,Asia/Calcutta
IN,BBI,Asia/Calcutta
IN,BDQ,Asia/Calcutta
IN,BEP,Asia/Calcutta
IN,BHJ,Asia/Calcutta
IN,BHO,Asia/Calcutta
IN,BHU,Asia/Calcutta
IN,BLR,Asia/Calcutta
IN,BOM,Asia/Calcutta
IN,BPM,Asia/Calcutta
IN,CCJ,Asia/Calcutta
IN,CCU,Asia/Calcutta
IN,CDP,Asia/Calcutta
IN,CJB,Asia/Calcutta
IN,COH,Asia/Calcutta
IN,COK,Asia/Calcutta
IN,DBD,Asia/Calcutta
IN,DED,Asia/Calcutta
IN,DEL,Asia/Calcutta
IN,DHM,Asia/Calcutta
IN,DIB,Asia/Calcutta
IN,DIU,Asia/Calcutta
IN,DMU,Asia/Calcutta
IN,GAU,Asia/Calcutta
IN,GAY,Asia/Calcutta
IN,GOI,Asia/Calcutta
IN,GOP,Asia/Calcutta
IN,GWL,Asia/Calcutta
IN,HBX,Asia/Calcutta
IN,HJR,Asia/Calcutta
IN,HYD,Asia/Kolkata
IN,IDR,Asia/Calcutta
IN,IMF,Asia/Calcutta
IN,ISK,Asia/Calcutta
IN,IXA,Asia/Calcutta
IN,IXB,Asia/Calcutta
IN,IXC,Asia/Calcutta
IN,IXD,Asia/Calcutta
IN,IXE,Asia/Calcutta
IN,IXG,Asia/Calcutta
IN,IXH,Asia/Calcutta
IN,IXI,Asia/Calcutta
IN,IXJ,Asia/Calcutta
IN,IXK,Asia/Calcutta
IN,IXL,Asia/Calcutta
IN,IXM,Asia/Calcutta
IN,IXR,Asia/Calcutta
IN,IXS,Asia/Calcutta
IN,IXU,Asia/Calcutta
IN,IXW,Asia/Calcutta
IN,IXY,Asia/Calcutta
IN,IXZ,Asia/Calcutta
IN,JAI,Asia/Calcutta
IN,JDH,Asia/Calcutta
IN,JGA,Asia/Calcutta
IN,JLR,Asia/Calcutta
IN,JRH,Asia/Calcutta
IN,JSA,Asia/Calcutta
IN,KLH,Asia/Calcutta
IN,KNU,Asia/Calcutta
IN,KTU,Asia/Calcutta
IN,KUU,Asia/Calcutta
IN,LKO,Asia/Calcutta
IN,LUH,Asia/Calcutta
IN,MAA,Asia/Calcutta
IN,MYQ,Asia/Calcutta
IN,NAG,Asia/Calcutta
IN,NDC,Asia/Calcutta
IN,NMB,Asia/Calcutta
IN,PAB,Asia/Calcutta
IN,PAT,Asia/Calcutta
IN,PBD,Asia/Calcutta
IN,PGH,Asia/Calcutta
IN,PNQ,Asia/Calcutta
IN,PNY,Asia/Calcutta
IN,RAJ,Asia/Calcutta
IN,RJA,Asia/Calcutta
IN,RPR,Asia/Calcutta
IN,RRK,Asia/Calcutta
IN,SHL,Asia/Calcutta
IN,SLV,Asia/Calcutta
IN,SSE,Asia/Calcutta
IN,STV,Asia/Calcutta
IN,SXR,Asia/Calcutta
IN,TCR,Asia/Colombo
IN,TEZ,Asia/Calcutta
IN,TIR,Asia/Calcutta
IN,TNI,Asia/Calcutta
IN,TRV,Asia/Calcutta
IN,TRZ,Asia/Calcutta
IN,UDR,Asia/Calcutta
IN,VGA,Asia/Calcutta
IN,VNS,Asia/Calcutta
IN,VTZ,Asia/Calcutta
IR,ABD,Asia/Tehran
IR,ACP,Asia/Tehran
IR,ACZ,Asia/Tehran
IR,ADU,Asia/Tehran
IR,AFZ,Asia/Tehran
IR,AWZ,Asia/Tehran
IR,AZD,Asia/Tehran
IR,BDH,Asia/Tehran
IR,BJB,Asia/Tehran
IR,BND,Asia/Tehran
IR,BUZ,Asia/Tehran
IR,BXR,Asia/Tehran
IR,CQD,Asia/Tehran
IR,GBT,Asia/Tehran
IR,HDM,Asia/Tehran
IR,IFN,Asia/Tehran
IR,IIL,Asia/Tehran
IR,IKA,Asia/Tehran
IR,KER,Asia/Tehran
IR,KHD,Asia/Tehran
IR,KIH,Asia/Tehran
IR,KSH,Asia/Tehran
IR,LRR,Asia/Tehran
IR,MHD,Asia/Tehran
IR,MRX,Asia/Tehran
IR,NSH,Asia/Tehran
IR,OMH,Asia/Tehran
IR,PFQ,Asia/Tehran
IR,PGU,Asia/Tehran
IR,QMJ,Asia/Tehran
IR,RAS,Asia/Tehran
IR,RJN,Asia/Tehran
IR,RZR,Asia/Tehran
IR,SDG,Asia/Tehran
IR,SRY,Asia/Tehran
IR,SYZ,Asia/Tehran
IR,TBZ,Asia/Tehran
IR,THR,Asia/Tehran
IR,XBJ,Asia/Tehran
IR,YES,Asia/Tehran
IR,ZAH,Asia/Tehran
IR,ZBR,Asia/Tehran
IS,BEV,Asia/Jerusalem
IS,ETH,Asia/Jerusalem
IS,HFA,Asia/Jerusalem
IS,RPN,Asia/Jerusalem
IS,SDV,Asia/Jerusalem
IS,TLK,Atlantic/Reykjavik
IS,TLV,Asia/Jerusalem
IS,VDA,Asia/Jerusalem
IT,AHO,Europe/Rome
IT,ALL,Europe/Rome
IT,AOI,Europe/Rome
IT,AOT,Europe/Rome
IT,AVB,Europe/Rome
IT,BDS,Europe/Rome
IT,BGY,Europe/Rome
IT,BLQ,Europe/Rome
IT,BRI,Europe/Rome
IT,BZO,Europe/Rome
IT,CAG,Europe/Rome
IT,CIA,Europe/Rome
IT,CIY,Europe/Rome
IT,CRV,Europe/Rome
IT,CTA,Europe/Rome
IT,CUF,Europe/Rome
IT,DCI,Europe/Rome
IT,EBA,Europe/Rome
IT,FCO,Europe/Rome
IT,FLR,Europe/Rome
IT,FNU,Europe/Rome
IT,FOG,Europe/Rome
IT,FRL,Europe/Rome
IT,GOA,Europe/Rome
IT,GRS,Europe/Rome
IT,LCC,Europe/Rome
IT,LIN,Europe/Rome
IT,LMP,Europe/Rome
IT,MXP,Europe/Rome
IT,NAP,Europe/Rome
IT,NSY,Europe/Rome
IT,OLB,Europe/Rome
IT,PEG,Europe/Rome
IT,PMF,Europe/Rome
IT,PMO,Europe/Rome
IT,PNL,Europe/Rome
IT,PSA,Europe/Rome
IT,PSR,Europe/Rome
IT,QLT,Europe/Rome
IT,QPA,Europe/Rome
IT,QPZ,Europe/Rome
IT,QSR,Europe/Rome
IT,REG,Europe/Rome
IT,RMI,Europe/Rome
IT,SAY,Europe/Rome
IT,SUF,Europe/Rome
IT,TAR,Europe/Rome
IT,TPS,Europe/Rome
IT,TRN,Europe/Rome
IT,TRS,Europe/Rome
IT,TSF,Europe/Rome
IT,TTB,Europe/Rome
IT,VBS,Europe/Rome
IT,VCE,Europe/Rome
IT,VIC,Europe/Rome
IT,VRN,Europe/Rome
IV,ABJ,Africa/Abidjan
IV,ASK,Africa/Abidjan
IV,BYK,Africa/Abidjan
IV,DJO,Africa/Abidjan
IV,HGO,Africa/Abidjan
IV,MJC,Africa/Abidjan
IV,SPY,Africa/Abidjan
IZ,BGW,Asia/Baghdad
IZ,BSR,Asia/Baghdad
IZ,EBL,Asia/Baghdad
IZ,ISU,Asia/Baghdad
IZ,KIK,Asia/Baghdad
IZ,NJF,Asia/Baghdad
IZ,OSB,Asia/Baghdad
JA,AGJ,Asia/Tokyo
JA,AKJ,Asia/Tokyo
JA,AOJ,Asia/Tokyo
JA,ASJ,Asia/Tokyo
JA,AXJ,Asia/Tokyo
JA,AXT,Asia/Tokyo
JA,CTS,Asia/Tokyo
JA,DNA,Asia/Tokyo
JA,FKS,Asia/Tokyo
JA,FUJ,Asia/Tokyo
JA,FUK,Asia/Tokyo
JA,GAJ,Asia/Tokyo
JA,HAC,Asia/Tokyo
JA,HIJ,Asia/Tokyo
JA,HIW,Asia/Tokyo
JA,HKD,Asia/Tokyo
JA,HNA,Asia/Tokyo
JA,HND,Asia/Tokyo
JA,HSG,Asia/Tokyo
JA,IBR,Asia/Tokyo
JA,IKI,Asia/Tokyo
JA,ISG,Asia/Tokyo
JA,ITM,Asia/Tokyo
JA,IWJ,Asia/Tokyo
JA,IWO,Asia/Tokyo
JA,IZO,Asia/Tokyo
JA,KCZ,Asia/Tokyo
JA,KIJ,Asia/Tokyo
JA,KIX,Asia/Tokyo
JA,KJP,Asia/Tokyo
JA,KKJ,Asia/Tokyo
JA,KKX,Asia/Tokyo
JA,KMI,Asia/Tokyo
JA,KMJ,Asia/Tokyo
JA,KMQ,Asia/Tokyo
JA,KOJ,Asia/Tokyo
JA,KTD,Asia/Tokyo
JA,KUH,Asia/Tokyo
JA,KUM,Asia/Tokyo
JA,MBE,Asia/Tokyo
JA,MMB,Asia/Tokyo
JA,MMD,Asia/Tokyo
JA,MMJ,Asia/Tokyo
JA,MMY,Asia/Tokyo
JA,MSJ,Asia/Tokyo
JA,MYE,Asia/Tokyo
JA,MYJ,Asia/Tokyo
JA,NGO,Asia/Tokyo
JA,NGS,Asia/Tokyo
JA,NKM,Asia/Tokyo
JA,NRT,Asia/Tokyo
JA,NTQ,Asia/Tokyo
JA,OBO,Asia/Tokyo
JA,OGN,Asia/Tokyo
JA,OIM,Asia/Tokyo
JA,OIR,Asia/Tokyo
JA,OIT,Asia/Tokyo
JA,OKA,Asia/Tokyo
JA,OKD,Asia/Tokyo
JA,OKI,Asia/Tokyo
JA,OKJ,Asia/Tokyo
JA,OKO,Asia/Tokyo
JA,ONJ,Asia/Tokyo
JA,RIS,Asia/Tokyo
JA,RNJ,Asia/Tokyo
JA,SDJ,Asia/Tokyo
JA,SDS,Asia/Tokyo
JA,SHB,Asia/Tokyo
JA,SHI,Asia/Tokyo
JA,SHM,Asia/Tokyo
JA,SPK,Asia/Tokyo
JA,SYO,Asia/Tokyo
JA,TAK,Asia/Tokyo
JA,TJH,Asia/Tokyo
JA,TKN,Asia/Tokyo
JA,TKS,Asia/Tokyo
JA,TNE,Asia/Tokyo
JA,TOY,Asia/Tokyo
JA,TSJ,Asia/Tokyo
JA,TTJ,Asia/Tokyo
JA,UBJ,Asia/Tokyo
JA,UEO,Asia/Tokyo
JA,UKB,Asia/Tokyo
JA,WKJ,Asia/Tokyo
JA,YGJ,Asia/Tokyo
JE,JER,Europe/Jersey
JM,KIN,America/Jamaica
JM,KTP,America/Jamaica
JM,MBJ,America/Jamaica
JM,NEG,America/Jamaica
JM,OCJ,America/Jamaica
JM,POT,America/Jamaica
JO,ADJ,Asia/Amman
JO,AMM,Asia/Amman
JO,AQJ,Asia/Amman
JO,OMF,Asia/Amman
JP,FSZ,Asia/Tokyo
JQ,JON,Pacific/Johnston
KE,ASV,Africa/Nairobi
KE,BMQ,America/Chicago
KE,EDL,Africa/Nairobi
KE,GAS,Africa/Nairobi
KE,HOA,Africa/Nairobi
KE,ILU,Africa/Nairobi
KE,KEY,Africa/Nairobi
KE,KIS,Africa/Nairobi
KE,KTL,Africa/Nairobi
KE,LAU,Africa/Nairobi
KE,LKG,Africa/Nairobi
KE,LOK,Africa/Nairobi
KE,MBA,Africa/Nairobi
KE,MRE,Africa/Nairobi
KE,MYD,Africa/Nairobi
KE,NBO,Africa/Nairobi
KE,NYE,Africa/Nairobi
KE,NYK,Africa/Nairobi
KE,OYL,Africa/Nairobi
KE,UAS,Africa/Nairobi
KE,UKA,Africa/Nairobi
KE,WIL,Africa/Nairobi
KE,WJR,Africa/Nairobi
KG,FRU,Asia/Bishkek
KG,OSS,Asia/Bishkek
KN,DSO,Asia/Pyongyang
KN,FNJ,Asia/Pyongyang
KR,ABF,Pacific/Tarawa
KR,AEA,Pacific/Tarawa
KR,AIS,Pacific/Tarawa
KR,BBG,Pacific/Tarawa
KR,BEZ,Pacific/Tarawa
KR,CIS,Pacific/Enderbury
KR,KUC,Pacific/Tarawa
KR,MNK,Pacific/Tarawa
KR,MTK,Pacific/Tarawa
KR,MZK,Pacific/Tarawa
KR,NIG,Pacific/Tarawa
KR,NON,Pacific/Tarawa
KR,TMN,Pacific/Tarawa
KR,TRW,Pacific/Tarawa
KR,TSU,Pacific/Tarawa
KS,CHN,Asia/Seoul
KS,CJJ,Asia/Seoul
KS,CJU,Asia/Seoul
KS,GMP,Asia/Seoul
KS,HIN,Asia/Seoul
KS,ICN,Asia/Seoul
KS,KAG,Asia/Seoul
KS,KPO,Asia/Seoul
KS,KUV,Asia/Seoul
KS,KWJ,Asia/Seoul
KS,MPK,Asia/Seoul
KS,MWX,Asia/Seoul
KS,OSN,Asia/Seoul
KS,PUS,Asia/Seoul
KS,RSU,Asia/Seoul
KS,SHO,Asia/Seoul
KS,SSN,Asia/Seoul
KS,SWU,Asia/Seoul
KS,TAE,Asia/Seoul
KS,USN,Asia/Seoul
KS,WJU,Asia/Seoul
KS,YEC,Asia/Seoul
KS,YNY,Asia/Seoul
KT,XCH,Indian/Christmas
KU,KWI,Asia/Kuwait
KZ,AKX,Asia/Oral
KZ,ALA,Asia/Qyzylorda
KZ,AYK,Asia/Qyzylorda
KZ,BXH,Asia/Qyzylorda
KZ,CIT,Asia/Qyzylorda
KZ,DMB,Asia/Qyzylorda
KZ,DZN,Asia/Qyzylorda
KZ,GUW,Asia/Oral
KZ,KGF,Asia/Qyzylorda
KZ,KOV,Asia/Qyzylorda
KZ,KSN,Asia/Qyzylorda
KZ,KZO,Asia/Qyzylorda
KZ,PLX,Asia/Qyzylorda
KZ,PPK,Asia/Qyzylorda
KZ,PWQ,Asia/Qyzylorda
KZ,SCO,Asia/Oral
KZ,TDK,Asia/Bishkek
KZ,TSE,Asia/Qyzylorda
KZ,UKK,Asia/Qyzylorda
KZ,URA,Asia/Oral
LA,LPQ,Asia/Vientiane
LA,LXG,Asia/Vientiane
LA,ODY,Asia/Vientiane
LA,OUI,Asia/Vientiane
LA,PKZ,Asia/Vientiane
LA,VNA,Asia/Vientiane
LA,VTE,Asia/Vientiane
LA,XKH,Asia/Vientiane
LA,ZVK,Asia/Vientiane
LE,BEY,Asia/Beirut
LG,LPX,Europe/Riga
LG,RIX,Europe/Riga
LG,VTS,Europe/Riga
